snapshot_timestamp,version,batch_id,experiment_id,test_case_id,scenario,run_id,snapshot_stage,database,record_count,pending_sync_count,restored_from_edge_count,unique_client_order_ids,duplicate_client_order_ids,database_file_size_bytes
2026-08-22T18:07:03.129,4.1,TC01-batch-20260822T180558-a2cc9e,TC01-20260822T180649884969-run5-0e79e5,TC01,normal_operation,5,after_run,edge,0,0,0,0,0,28672
2026-08-22T18:07:03.651,4.1,TC01-batch-20260822T180558-a2cc9e,TC01-20260822T180703651516-run6-93aab6,TC01,normal_operation,6,before_run,cloud,150,0,0,150,0,102400
2026-08-22T18:07:03.655,4.1,TC01-batch-20260822T180558-a2cc9e,TC01-20260822T180703651516-run6-93aab6,TC01,normal_operation,6,before_run,edge,0,0,0,0,0,28672
2026-08-22T18:07:16.860,4.1,TC01-batch-20260822T180558-a2cc9e,TC01-20260822T180703651516-run6-93aab6,TC01,normal_operation,6,after_run,cloud,180,0,0,180,0,110592
2026-08-22T18:07:16.870,4.1,TC01-batch-20260822T180558-a2cc9e,TC01-20260822T180703651516-run6-93aab6,TC01,normal_operation,6,after_run,edge,0,0,0,0,0,28672
2026-08-22T18:07:17.402,4.1,TC01-batch-20260822T180558-a2cc9e,TC01-20260822T180717402067-run7-26b425,TC01,normal_operation,7,before_run,cloud,180,0,0,180,0,110592
2026-08-22T18:07:17.407,4.1,TC01-batch-20260822T180558-a2cc9e,TC01-20260822T180717402067-run7-26b425,TC01,normal_operation,7,before_run,edge,0,0,0,0,0,28672
2026-08-22T18:07:29.945,4.1,TC01-batch-20260822T180558-a2cc9e,TC01-20260822T180717402067-run7-26b425,TC01,normal_operation,7,after_run,cloud,210,0,0,210,0,126976
2026-08-22T18:07:29.948,4.1,TC01-batch-20260822T180558-a2cc9e,TC01-20260822T180717402067-run7-26b425,TC01,normal_operation,7,after_run,edge,0,0,0,0,0,28672
2026-08-22T18:07:30.461,4.1,TC01-batch-20260822T180558-a2cc9e,TC01-20260822T180730461218-run8-ec613f,TC01,normal_operation,8,before_run,cloud,210,0,0,210,0,126976
2026-08-22T18:07:30.464,4.1,TC01-batch-20260822T180558-a2cc9e,TC01-20260822T180730461218-run8-ec613f,TC01,normal_operation,8,before_run,edge,0,0,0,0,0,28672
2026-08-22T18:07:43.144,4.1,TC01-batch-20260822T180558-a2cc9e,TC01-20260822T180730461218-run8-ec613f,TC01,normal_operation,8,after_run,cloud,240,0,0,240,0,131072
2026-08-22T18:07:43.147,4.1,TC01-batch-20260822T180558-a2cc9e,TC01-20260822T180730461218-run8-ec613f,TC01,normal_operation,8,after_run,edge,0,0,0,0,0,28672
2026-08-22T18:07:43.658,4.1,TC01-batch-20260822T180558-a2cc9e,TC01-20260822T180743658290-run9-3296b2,TC01,normal_operation,9,before_run,cloud,240,0,0,240,0,131072
2026-08-22T18:07:43.661,4.1,TC01-batch-20260822T180558-a2cc9e,TC01-20260822T180743658290-run9-3296b2,TC01,normal_operation,9,before_run,edge,0,0,0,0,0,28672
2026-08-22T18:07:57.887,4.1,TC01-batch-20260822T180558-a2cc9e,TC01-20260822T180743658290-run9-3296b2,TC01,normal_operation,9,after_run,cloud,270,0,0,270,0,143360
2026-08-22T18:07:57.890,4.1,TC01-batch-20260822T180558-a2cc9e,TC01-20260822T180743658290-run9-3296b2,TC01,normal_operation,9,after_run,edge,0,0,0,0,0,28672
2026-08-22T18:07:58.401,4.1,TC01-batch-20260822T180558-a2cc9e,TC01-20260822T180758401322-run10-600b89,TC01,normal_operation,10,before_run,cloud,270,0,0,270,0,143360
2026-08-22T18:07:58.406,4.1,TC01-batch-20260822T180558-a2cc9e,TC01-20260822T180758401322-run10-600b89,TC01,normal_operation,10,before_run,edge,0,0,0,0,0,28672
2026-08-22T18:08:16.751,4.1,TC01-batch-20260822T180558-a2cc9e,TC01-20260822T180758401322-run10-600b89,TC01,normal_operation,10,after_run,cloud,300,0,0,300,0,159744
2026-08-22T18:08:16.754,4.1,TC01-batch-20260822T180558-a2cc9e,TC01-20260822T180758401322-run10-600b89,TC01,normal_operation,10,after_run,edge,0,0,0,0,0,28672
2026-08-22T18:08:30.806,4.1,TC02-batch-20260822T180830-a18476,TC02-20260822T180830806173-run1-23c40b,TC02,cloud_failure_with_stateful_edge_failover,1,before_run,cloud,300,0,0,300,0,159744
2026-08-22T18:08:30.814,4.1,TC02-batch-20260822T180830-a18476,TC02-20260822T180830806173-run1-23c40b,TC02,cloud_failure_with_stateful_edge_failover,1,before_run,edge,0,0,0,0,0,28672
2026-08-22T18:08:45.975,4.1,TC02-batch-20260822T180830-a18476,TC02-20260822T180830806173-run1-23c40b,TC02,cloud_failure_with_stateful_edge_failover,1,after_run,cloud,300,0,0,300,0,159744
2026-08-22T18:08:45.984,4.1,TC02-batch-20260822T180830-a18476,TC02-20260822T180830806173-run1-23c40b,TC02,cloud_failure_with_stateful_edge_failover,1,after_run,edge,30,30,0,30,0,36864
2026-08-22T18:08:46.502,4.1,TC02-batch-20260822T180830-a18476,TC02-20260822T180846502281-run2-0e5068,TC02,cloud_failure_with_stateful_edge_failover,2,before_run,cloud,300,0,0,300,0,159744
2026-08-22T18:08:46.508,4.1,TC02-batch-20260822T180830-a18476,TC02-20260822T180846502281-run2-0e5068,TC02,cloud_failure_with_stateful_edge_failover,2,before_run,edge,30,30,0,30,0,36864
2026-08-22T18:09:01.127,4.1,TC02-batch-20260822T180830-a18476,TC02-20260822T180846502281-run2-0e5068,TC02,cloud_failure_with_stateful_edge_failover,2,after_run,cloud,300,0,0,300,0,159744
2026-08-22T18:09:01.134,4.1,TC02-batch-20260822T180830-a18476,TC02-20260822T180846502281-run2-0e5068,TC02,cloud_failure_with_stateful_edge_failover,2,after_run,edge,60,60,0,60,0,45056
2026-08-22T18:09:01.658,4.1,TC02-batch-20260822T180830-a18476,TC02-20260822T180901658477-run3-df56d9,TC02,cloud_failure_with_stateful_edge_failover,3,before_run,cloud,300,0,0,300,0,159744
2026-08-22T18:09:01.664,4.1,TC02-batch-20260822T180830-a18476,TC02-20260822T180901658477-run3-df56d9,TC02,cloud_failure_with_stateful_edge_failover,3,before_run,edge,60,60,0,60,0,45056
2026-08-22T18:09:16.021,4.1,TC02-batch-20260822T180830-a18476,TC02-20260822T180901658477-run3-df56d9,TC02,cloud_failure_with_stateful_edge_failover,3,after_run,cloud,300,0,0,300,0,159744
2026-08-22T18:09:16.024,4.1,TC02-batch-20260822T180830-a18476,TC02-20260822T180901658477-run3-df56d9,TC02,cloud_failure_with_stateful_edge_failover,3,after_run,edge,90,90,0,90,0,53248
2026-08-22T18:09:16.537,4.1,TC02-batch-20260822T180830-a18476,TC02-20260822T180916537169-run4-75de4d,TC02,cloud_failure_with_stateful_edge_failover,4,before_run,cloud,300,0,0,300,0,159744
2026-08-22T18:09:16.545,4.1,TC02-batch-20260822T180830-a18476,TC02-20260822T180916537169-run4-75de4d,TC02,cloud_failure_with_stateful_edge_failover,4,before_run,edge,90,90,0,90,0,53248
2026-08-22T18:09:31.033,4.1,TC02-batch-20260822T180830-a18476,TC02-20260822T180916537169-run4-75de4d,TC02,cloud_failure_with_stateful_edge_failover,4,after_run,cloud,300,0,0,300,0,159744
2026-08-22T18:09:31.037,4.1,TC02-batch-20260822T180830-a18476,TC02-20260822T180916537169-run4-75de4d,TC02,cloud_failure_with_stateful_edge_failover,4,after_run,edge,120,120,0,120,0,77824
2026-08-22T18:09:31.546,4.1,TC02-batch-20260822T180830-a18476,TC02-20260822T180931546429-run5-ec5b60,TC02,cloud_failure_with_stateful_edge_failover,5,before_run,cloud,300,0,0,300,0,159744
2026-08-22T18:09:31.550,4.1,TC02-batch-20260822T180830-a18476,TC02-20260822T180931546429-run5-ec5b60,TC02,cloud_failure_with_stateful_edge_failover,5,before_run,edge,120,120,0,120,0,77824
2026-08-22T18:09:46.086,4.1,TC02-batch-20260822T180830-a18476,TC02-20260822T180931546429-run5-ec5b60,TC02,cloud_failure_with_stateful_edge_failover,5,after_run,cloud,300,0,0,300,0,159744
2026-08-22T18:09:46.088,4.1,TC02-batch-20260822T180830-a18476,TC02-20260822T180931546429-run5-ec5b60,TC02,cloud_failure_with_stateful_edge_failover,5,after_run,edge,150,150,0,150,0,102400
2026-08-22T18:09:46.594,4.1,TC02-batch-20260822T180830-a18476,TC02-20260822T180946594257-run6-6b5397,TC02,cloud_failure_with_stateful_edge_failover,6,before_run,cloud,300,0,0,300,0,159744
2026-08-22T18:09:46.602,4.1,TC02-batch-20260822T180830-a18476,TC02-20260822T180946594257-run6-6b5397,TC02,cloud_failure_with_stateful_edge_failover,6,before_run,edge,150,150,0,150,0,102400
2026-08-22T18:10:01.545,4.1,TC02-batch-20260822T180830-a18476,TC02-20260822T180946594257-run6-6b5397,TC02,cloud_failure_with_stateful_edge_failover,6,after_run,cloud,300,0,0,300,0,159744
2026-08-22T18:10:01.550,4.1,TC02-batch-20260822T180830-a18476,TC02-20260822T180946594257-run6-6b5397,TC02,cloud_failure_with_stateful_edge_failover,6,after_run,edge,180,180,0,180,0,110592
2026-08-22T18:10:02.062,4.1,TC02-batch-20260822T180830-a18476,TC02-20260822T181002062660-run7-8d051b,TC02,cloud_failure_with_stateful_edge_failover,7,before_run,cloud,300,0,0,300,0,159744
2026-08-22T18:10:02.068,4.1,TC02-batch-20260822T180830-a18476,TC02-20260822T181002062660-run7-8d051b,TC02,cloud_failure_with_stateful_edge_failover,7,before_run,edge,180,180,0,180,0,110592
2026-08-22T18:10:16.779,4.1,TC02-batch-20260822T180830-a18476,TC02-20260822T181002062660-run7-8d051b,TC02,cloud_failure_with_stateful_edge_failover,7,after_run,cloud,300,0,0,300,0,159744
2026-08-22T18:10:16.785,4.1,TC02-batch-20260822T180830-a18476,TC02-20260822T181002062660-run7-8d051b,TC02,cloud_failure_with_stateful_edge_failover,7,after_run,edge,210,210,0,210,0,126976
2026-08-22T18:10:17.310,4.1,TC02-batch-20260822T180830-a18476,TC02-20260822T181017310026-run8-35d85e,TC02,cloud_failure_with_stateful_edge_failover,8,before_run,cloud,300,0,0,300,0,159744
2026-08-22T18:10:17.316,4.1,TC02-batch-20260822T180830-a18476,TC02-20260822T181017310026-run8-35d85e,TC02,cloud_failure_with_stateful_edge_failover,8,before_run,edge,210,210,0,210,0,126976
2026-08-22T18:10:31.830,4.1,TC02-batch-20260822T180830-a18476,TC02-20260822T181017310026-run8-35d85e,TC02,cloud_failure_with_stateful_edge_failover,8,after_run,cloud,300,0,0,300,0,159744
2026-08-22T18:10:31.832,4.1,TC02-batch-20260822T180830-a18476,TC02-20260822T181017310026-run8-35d85e,TC02,cloud_failure_with_stateful_edge_failover,8,after_run,edge,240,240,0,240,0,135168
2026-08-22T18:10:32.346,4.1,TC02-batch-20260822T180830-a18476,TC02-20260822T181032345961-run9-d687cc,TC02,cloud_failure_with_stateful_edge_failover,9,before_run,cloud,300,0,0,300,0,159744
2026-08-22T18:10:32.352,4.1,TC02-batch-20260822T180830-a18476,TC02-20260822T181032345961-run9-d687cc,TC02,cloud_failure_with_stateful_edge_failover,9,before_run,edge,240,240,0,240,0,135168
2026-08-22T18:10:46.920,4.1,TC02-batch-20260822T180830-a18476,TC02-20260822T181032345961-run9-d687cc,TC02,cloud_failure_with_stateful_edge_failover,9,after_run,cloud,300,0,0,300,0,159744
2026-08-22T18:10:46.925,4.1,TC02-batch-20260822T180830-a18476,TC02-20260822T181032345961-run9-d687cc,TC02,cloud_failure_with_stateful_edge_failover,9,after_run,edge,270,270,0,270,0,147456
2026-08-22T18:10:47.451,4.1,TC02-batch-20260822T180830-a18476,TC02-20260822T181047451168-run10-1de0d5,TC02,cloud_failure_with_stateful_edge_failover,10,before_run,cloud,300,0,0,300,0,159744
2026-08-22T18:10:47.457,4.1,TC02-batch-20260822T180830-a18476,TC02-20260822T181047451168-run10-1de0d5,TC02,cloud_failure_with_stateful_edge_failover,10,before_run,edge,270,270,0,270,0,147456
2026-08-22T18:11:02.936,4.1,TC02-batch-20260822T180830-a18476,TC02-20260822T181047451168-run10-1de0d5,TC02,cloud_failure_with_stateful_edge_failover,10,after_run,cloud,300,0,0,300,0,159744
2026-08-22T18:11:02.942,4.1,TC02-batch-20260822T180830-a18476,TC02-20260822T181047451168-run10-1de0d5,TC02,cloud_failure_with_stateful_edge_failover,10,after_run,edge,300,300,0,300,0,167936
2026-08-22T18:11:23.215,4.1,TC03-batch-20260822T181123-ea0cb7,TC03-20260822T181123215561-run1-ce620d,TC03,cloud_only_failure_no_failover,1,before_run,cloud,300,0,0,300,0,159744
2026-08-22T18:11:23.227,4.1,TC03-batch-20260822T181123-ea0cb7,TC03-20260822T181123215561-run1-ce620d,TC03,cloud_only_failure_no_failover,1,before_run,edge,300,300,0,300,0,167936
2026-08-22T18:12:30.576,4.1,TC03-batch-20260822T181123-ea0cb7,TC03-20260822T181123215561-run1-ce620d,TC03,cloud_only_failure_no_failover,1,after_run,cloud,300,0,0,300,0,159744
2026-08-22T18:12:30.582,4.1,TC03-batch-20260822T181123-ea0cb7,TC03-20260822T181123215561-run1-ce620d,TC03,cloud_only_failure_no_failover,1,after_run,edge,300,300,0,300,0,167936
2026-08-22T18:12:31.106,4.1,TC03-batch-20260822T181123-ea0cb7,TC03-20260822T181231106831-run2-6ae389,TC03,cloud_only_failure_no_failover,2,before_run,cloud,300,0,0,300,0,159744
2026-08-22T18:12:31.112,4.1,TC03-batch-20260822T181123-ea0cb7,TC03-20260822T181231106831-run2-6ae389,TC03,cloud_only_failure_no_failover,2,before_run,edge,300,300,0,300,0,167936
2026-08-22T18:13:38.472,4.1,TC03-batch-20260822T181123-ea0cb7,TC03-20260822T181231106831-run2-6ae389,TC03,cloud_only_failure_no_failover,2,after_run,cloud,300,0,0,300,0,159744
2026-08-22T18:13:38.478,4.1,TC03-batch-20260822T181123-ea0cb7,TC03-20260822T181231106831-run2-6ae389,TC03,cloud_only_failure_no_failover,2,after_run,edge,300,300,0,300,0,167936
2026-08-22T18:13:39.002,4.1,TC03-batch-20260822T181123-ea0cb7,TC03-20260822T181339002390-run3-8451f5,TC03,cloud_only_failure_no_failover,3,before_run,cloud,300,0,0,300,0,159744
2026-08-22T18:13:39.008,4.1,TC03-batch-20260822T181123-ea0cb7,TC03-20260822T181339002390-run3-8451f5,TC03,cloud_only_failure_no_failover,3,before_run,edge,300,300,0,300,0,167936
2026-08-22T18:14:46.326,4.1,TC03-batch-20260822T181123-ea0cb7,TC03-20260822T181339002390-run3-8451f5,TC03,cloud_only_failure_no_failover,3,after_run,cloud,300,0,0,300,0,159744
2026-08-22T18:14:46.332,4.1,TC03-batch-20260822T181123-ea0cb7,TC03-20260822T181339002390-run3-8451f5,TC03,cloud_only_failure_no_failover,3,after_run,edge,300,300,0,300,0,167936
2026-08-22T18:14:46.854,4.1,TC03-batch-20260822T181123-ea0cb7,TC03-20260822T181446854400-run4-34b7e9,TC03,cloud_only_failure_no_failover,4,before_run,cloud,300,0,0,300,0,159744
2026-08-22T18:14:46.860,4.1,TC03-batch-20260822T181123-ea0cb7,TC03-20260822T181446854400-run4-34b7e9,TC03,cloud_only_failure_no_failover,4,before_run,edge,300,300,0,300,0,167936
2026-08-22T18:15:55.144,4.1,TC03-batch-20260822T181123-ea0cb7,TC03-20260822T181446854400-run4-34b7e9,TC03,cloud_only_failure_no_failover,4,after_run,cloud,300,0,0,300,0,159744
2026-08-22T18:15:55.150,4.1,TC03-batch-20260822T181123-ea0cb7,TC03-20260822T181446854400-run4-34b7e9,TC03,cloud_only_failure_no_failover,4,after_run,edge,300,300,0,300,0,167936
2026-08-22T18:15:55.673,4.1,TC03-batch-20260822T181123-ea0cb7,TC03-20260822T181555673638-run5-7216a2,TC03,cloud_only_failure_no_failover,5,before_run,cloud,300,0,0,300,0,159744
2026-08-22T18:15:55.679,4.1,TC03-batch-20260822T181123-ea0cb7,TC03-20260822T181555673638-run5-7216a2,TC03,cloud_only_failure_no_failover,5,before_run,edge,300,300,0,300,0,167936
2026-08-22T18:17:02.999,4.1,TC03-batch-20260822T181123-ea0cb7,TC03-20260822T181555673638-run5-7216a2,TC03,cloud_only_failure_no_failover,5,after_run,cloud,300,0,0,300,0,159744
2026-08-22T18:17:03.005,4.1,TC03-batch-20260822T181123-ea0cb7,TC03-20260822T181555673638-run5-7216a2,TC03,cloud_only_failure_no_failover,5,after_run,edge,300,300,0,300,0,167936
2026-08-22T18:17:03.527,4.1,TC03-batch-20260822T181123-ea0cb7,TC03-20260822T181703527516-run6-d0f76a,TC03,cloud_only_failure_no_failover,6,before_run,cloud,300,0,0,300,0,159744
2026-08-22T18:17:03.530,4.1,TC03-batch-20260822T181123-ea0cb7,TC03-20260822T181703527516-run6-d0f76a,TC03,cloud_only_failure_no_failover,6,before_run,edge,300,300,0,300,0,167936
2026-08-22T18:18:10.879,4.1,TC03-batch-20260822T181123-ea0cb7,TC03-20260822T181703527516-run6-d0f76a,TC03,cloud_only_failure_no_failover,6,after_run,cloud,300,0,0,300,0,159744
2026-08-22T18:18:10.885,4.1,TC03-batch-20260822T181123-ea0cb7,TC03-20260822T181703527516-run6-d0f76a,TC03,cloud_only_failure_no_failover,6,after_run,edge,300,300,0,300,0,167936
2026-08-22T18:18:11.404,4.1,TC03-batch-20260822T181123-ea0cb7,TC03-20260822T181811404711-run7-453cb8,TC03,cloud_only_failure_no_failover,7,before_run,cloud,300,0,0,300,0,159744
2026-08-22T18:18:11.412,4.1,TC03-batch-20260822T181123-ea0cb7,TC03-20260822T181811404711-run7-453cb8,TC03,cloud_only_failure_no_failover,7,before_run,edge,300,300,0,300,0,167936
2026-08-22T18:19:18.702,4.1,TC03-batch-20260822T181123-ea0cb7,TC03-20260822T181811404711-run7-453cb8,TC03,cloud_only_failure_no_failover,7,after_run,cloud,300,0,0,300,0,159744
2026-08-22T18:19:18.707,4.1,TC03-batch-20260822T181123-ea0cb7,TC03-20260822T181811404711-run7-453cb8,TC03,cloud_only_failure_no_failover,7,after_run,edge,300,300,0,300,0,167936
2026-08-22T18:19:19.232,4.1,TC03-batch-20260822T181123-ea0cb7,TC03-20260822T181919232291-run8-b61a20,TC03,cloud_only_failure_no_failover,8,before_run,cloud,300,0,0,300,0,159744
2026-08-22T18:19:19.238,4.1,TC03-batch-20260822T181123-ea0cb7,TC03-20260822T181919232291-run8-b61a20,TC03,cloud_only_failure_no_failover,8,before_run,edge,300,300,0,300,0,167936
2026-08-22T18:20:26.467,4.1,TC03-batch-20260822T181123-ea0cb7,TC03-20260822T181919232291-run8-b61a20,TC03,cloud_only_failure_no_failover,8,after_run,cloud,300,0,0,300,0,159744
2026-08-22T18:20:26.470,4.1,TC03-batch-20260822T181123-ea0cb7,TC03-20260822T181919232291-run8-b61a20,TC03,cloud_only_failure_no_failover,8,after_run,edge,300,300,0,300,0,167936
2026-08-22T18:20:26.983,4.1,TC03-batch-20260822T181123-ea0cb7,TC03-20260822T182026983002-run9-9e1b81,TC03,cloud_only_failure_no_failover,9,before_run,cloud,300,0,0,300,0,159744
2026-08-22T18:20:26.986,4.1,TC03-batch-20260822T181123-ea0cb7,TC03-20260822T182026983002-run9-9e1b81,TC03,cloud_only_failure_no_failover,9,before_run,edge,300,300,0,300,0,167936
2026-08-22T18:21:34.176,4.1,TC03-batch-20260822T181123-ea0cb7,TC03-20260822T182026983002-run9-9e1b81,TC03,cloud_only_failure_no_failover,9,after_run,cloud,300,0,0,300,0,159744
2026-08-22T18:21:34.182,4.1,TC03-batch-20260822T181123-ea0cb7,TC03-20260822T182026983002-run9-9e1b81,TC03,cloud_only_failure_no_failover,9,after_run,edge,300,300,0,300,0,167936
2026-08-22T18:21:34.704,4.1,TC03-batch-20260822T181123-ea0cb7,TC03-20260822T182134704523-run10-a63cd1,TC03,cloud_only_failure_no_failover,10,before_run,cloud,300,0,0,300,0,159744
2026-08-22T18:21:34.710,4.1,TC03-batch-20260822T181123-ea0cb7,TC03-20260822T182134704523-run10-a63cd1,TC03,cloud_only_failure_no_failover,10,before_run,edge,300,300,0,300,0,167936
2026-08-22T18:22:45.881,4.1,TC03-batch-20260822T181123-ea0cb7,TC03-20260822T182134704523-run10-a63cd1,TC03,cloud_only_failure_no_failover,10,after_run,cloud,300,0,0,300,0,159744
2026-08-22T18:22:45.887,4.1,TC03-batch-20260822T181123-ea0cb7,TC03-20260822T182134704523-run10-a63cd1,TC03,cloud_only_failure_no_failover,10,after_run,edge,300,300,0,300,0,167936
2026-08-22T18:26:55.797,4.1,TC04-batch-20260822T182655-4efa0a,TC04-20260822T182655797676-run1-9061c3,TC04,complete_service_failure,1,before_run,cloud,300,0,0,300,0,159744
2026-08-22T18:26:55.804,4.1,TC04-batch-20260822T182655-4efa0a,TC04-20260822T182655797676-run1-9061c3,TC04,complete_service_failure,1,before_run,edge,300,300,0,300,0,167936
2026-08-22T18:28:16.102,4.1,TC04-batch-20260822T182655-4efa0a,TC04-20260822T182655797676-run1-9061c3,TC04,complete_service_failure,1,after_run,cloud,300,0,0,300,0,159744
2026-08-22T18:28:16.108,4.1,TC04-batch-20260822T182655-4efa0a,TC04-20260822T182655797676-run1-9061c3,TC04,complete_service_failure,1,after_run,edge,300,300,0,300,0,167936
2026-08-22T18:28:16.631,4.1,TC04-batch-20260822T182655-4efa0a,TC04-20260822T182816631418-run2-ad98ac,TC04,complete_service_failure,2,before_run,cloud,300,0,0,300,0,159744
2026-08-22T18:28:16.637,4.1,TC04-batch-20260822T182655-4efa0a,TC04-20260822T182816631418-run2-ad98ac,TC04,complete_service_failure,2,before_run,edge,300,300,0,300,0,167936
2026-08-22T18:29:26.789,4.1,TC04-batch-20260822T182655-4efa0a,TC04-20260822T182816631418-run2-ad98ac,TC04,complete_service_failure,2,after_run,cloud,300,0,0,300,0,159744
2026-08-22T18:29:26.795,4.1,TC04-batch-20260822T182655-4efa0a,TC04-20260822T182816631418-run2-ad98ac,TC04,complete_service_failure,2,after_run,edge,300,300,0,300,0,167936
2026-08-22T18:29:27.316,4.1,TC04-batch-20260822T182655-4efa0a,TC04-20260822T182927315953-run3-b61db3,TC04,complete_service_failure,3,before_run,cloud,300,0,0,300,0,159744
2026-08-22T18:29:27.322,4.1,TC04-batch-20260822T182655-4efa0a,TC04-20260822T182927315953-run3-b61db3,TC04,complete_service_failure,3,before_run,edge,300,300,0,300,0,167936
2026-08-22T18:30:37.384,4.1,TC04-batch-20260822T182655-4efa0a,TC04-20260822T182927315953-run3-b61db3,TC04,complete_service_failure,3,after_run,cloud,300,0,0,300,0,159744
2026-08-22T18:30:37.389,4.1,TC04-batch-20260822T182655-4efa0a,TC04-20260822T182927315953-run3-b61db3,TC04,complete_service_failure,3,after_run,edge,300,300,0,300,0,167936
2026-08-22T18:30:37.913,4.1,TC04-batch-20260822T182655-4efa0a,TC04-20260822T183037913356-run4-df3224,TC04,complete_service_failure,4,before_run,cloud,300,0,0,300,0,159744
2026-08-22T18:30:37.919,4.1,TC04-batch-20260822T182655-4efa0a,TC04-20260822T183037913356-run4-df3224,TC04,complete_service_failure,4,before_run,edge,300,300,0,300,0,167936
2026-08-22T18:31:47.976,4.1,TC04-batch-20260822T182655-4efa0a,TC04-20260822T183037913356-run4-df3224,TC04,complete_service_failure,4,after_run,cloud,300,0,0,300,0,159744
2026-08-22T18:31:47.982,4.1,TC04-batch-20260822T182655-4efa0a,TC04-20260822T183037913356-run4-df3224,TC04,complete_service_failure,4,after_run,edge,300,300,0,300,0,167936
2026-08-22T18:31:48.504,4.1,TC04-batch-20260822T182655-4efa0a,TC04-20260822T183148503958-run5-776244,TC04,complete_service_failure,5,before_run,cloud,300,0,0,300,0,159744
2026-08-22T18:31:48.509,4.1,TC04-batch-20260822T182655-4efa0a,TC04-20260822T183148503958-run5-776244,TC04,complete_service_failure,5,before_run,edge,300,300,0,300,0,167936
2026-08-22T18:32:58.584,4.1,TC04-batch-20260822T182655-4efa0a,TC04-20260822T183148503958-run5-776244,TC04,complete_service_failure,5,after_run,cloud,300,0,0,300,0,159744
