event_timestamp,version,batch_id,experiment_id,run_id,event_number,from_state,to_state,event,duration_seconds,details
2026-08-22T18:45:02.902,4.1,TC07-batch-20260822T184151-4d9be0,TC07-20260822T184502878370-run9-27309f,9,1,START,NORMAL,services_verified_online,,
2026-08-22T18:45:07.773,4.1,TC07-batch-20260822T184151-4d9be0,TC07-20260822T184502878370-run9-27309f,9,2,NORMAL,NORMAL,cloud_failure_injected,,Logical state remains NORMAL until the first request detects the failure.
2026-08-22T18:45:14.415,4.1,TC07-batch-20260822T184151-4d9be0,TC07-20260822T184502878370-run9-27309f,9,3,NORMAL,EDGE_DEGRADED,failover_completed,2.357456,cloud_failure_detection=2.012482s
2026-08-22T18:45:15.401,4.1,TC07-batch-20260822T184151-4d9be0,TC07-20260822T184502878370-run9-27309f,9,4,EDGE_DEGRADED,RECOVERY,cloud_restoration_started,,
2026-08-22T18:45:21.581,4.1,TC07-batch-20260822T184151-4d9be0,TC07-20260822T184502878370-run9-27309f,9,5,RECOVERY,NORMAL,recovery_sync_verified,4.278937,recovery_completeness=100.0%; replica_convergence=100.0%
2026-08-22T18:45:26.577,4.1,TC07-batch-20260822T184151-4d9be0,TC07-20260822T184526556295-run10-69bf45,10,1,START,NORMAL,services_verified_online,,
2026-08-22T18:45:32.944,4.1,TC07-batch-20260822T184151-4d9be0,TC07-20260822T184526556295-run10-69bf45,10,2,NORMAL,NORMAL,cloud_failure_injected,,Logical state remains NORMAL until the first request detects the failure.
2026-08-22T18:45:39.049,4.1,TC07-batch-20260822T184151-4d9be0,TC07-20260822T184526556295-run10-69bf45,10,3,NORMAL,EDGE_DEGRADED,failover_completed,2.234981,cloud_failure_detection=2.009252s
2026-08-22T18:45:39.931,4.1,TC07-batch-20260822T184151-4d9be0,TC07-20260822T184526556295-run10-69bf45,10,4,EDGE_DEGRADED,RECOVERY,cloud_restoration_started,,
2026-08-22T18:45:45.513,4.1,TC07-batch-20260822T184151-4d9be0,TC07-20260822T184526556295-run10-69bf45,10,5,RECOVERY,NORMAL,recovery_sync_verified,3.695737,recovery_completeness=100.0%; replica_convergence=100.0%
